id,name,unit,source,sourceNote,sourceOrganization,topics,tema_id
SP.POP.0713.TO.UN,"Population, ages 7-13, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 7-13, total is the total population age 7-13.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1014.FE.UN,"Population, ages 10-14, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-14, female is the total number of females age 10-14.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1014.MA.UN,"Population, ages 10-14, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-14, male is the total number of males age 10-14.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1014.TO.UN,"Population, ages 10-14, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-14, total is the total population age 10-14.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1015.FE.UN,"Population, ages 10-15, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-15, female is the total number of females age 10-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1015.MA.UN,"Population, ages 10-15, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-15, male is the total number of males age 10-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1015.TO.UN,"Population, ages 10-15, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-15, total is the total population age 10-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1016.FE.UN,"Population, ages 10-16, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-16, female is the total number of females age 10-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1016.MA.UN,"Population, ages 10-16, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-16, male is the total number of males age 10-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1016.TO.UN,"Population, ages 10-16, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-16, total is the total population age 10-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1017.FE.UN,"Population, ages 10-17, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-17, female is the total number of females age 10-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1017.MA.UN,"Population, ages 10-17, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-17, male is the total number of males age 10-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1017.TO.UN,"Population, ages 10-17, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-17, total is the total population age 10-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1018.FE.UN,"Population, ages 10-18, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-18, female is the total number of females age 10-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1018.MA.UN,"Population, ages 10-18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-18, male is the total number of males age 10-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1018.TO.UN,"Population, ages 10-18, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 10-18, total is the total population age 10-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1115.FE.UN,"Population, ages 11-15, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-15, female is the total number of females age 11-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1115.MA.UN,"Population, ages 11-15, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-15, male is the total number of males age 11-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1115.TO.UN,"Population, ages 11-15, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-15, total is the total population age 11-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1116.FE.UN,"Population, ages 11-16, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-16, female is the total number of females age 11-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1116.MA.UN,"Population, ages 11-16, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-16, male is the total number of males age 11-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1116.TO.UN,"Population, ages 11-16, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-16, total is the total population age 11-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1117.FE.UN,"Population, ages 11-17, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-17, female is the total number of females age 11-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1117.MA.UN,"Population, ages 11-17, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-17, male is the total number of males age 11-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1117.TO.UN,"Population, ages 11-17, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-17, total is the total population age 11-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1118.FE.UN,"Population, ages 11-18, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-18, female is the total number of females age 11-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1118.MA.UN,"Population, ages 11-18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-18, male is the total number of males age 11-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1118.TO.UN,"Population, ages 11-18, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 11-18, total is the total population age 11-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1215.FE.UN,"Population, ages 12-15, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-15, female is the total number of females age 12-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1215.MA.UN,"Population, ages 12-15, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-15, male is the total number of males age 12-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1215.TO.UN,"Population, ages 12-15, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-15, total is the total population age 12-15.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1216.FE.UN,"Population, ages 12-16, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-16, female is the total number of females age 12-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1216.MA.UN,"Population, ages 12-16, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-16, male is the total number of males age 12-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1216.TO.UN,"Population, ages 12-16, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-16, total is the total population age 12-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1217.FE.UN,"Population, ages 12-17, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-17, female is the total number of females age 12-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1217.MA.UN,"Population, ages 12-17, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-17, male is the total number of males age 12-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1217.TO.UN,"Population, ages 12-17, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-17, total is the total population age 12-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1218.FE.UN,"Population, ages 12-18, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-18, female is the total number of females age 12-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1218.MA.UN,"Population, ages 12-18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-18, male is the total number of males age 12-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1218.TO.UN,"Population, ages 12-18, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 12-18, total is the total population age 12-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1316.FE.UN,"Population, ages 13-16, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-16, female is the total number of females age 13-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1316.MA.UN,"Population, ages 13-16, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-16, male is the total number of males age 13-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1316.TO.UN,"Population, ages 13-16, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-16, total is the total population age 13-16.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1317.FE.UN,"Population, ages 13-17, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-17, female is the total number of females age 13-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1317.MA.UN,"Population, ages 13-17, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-17, male is the total number of males age 13-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1317.TO.UN,"Population, ages 13-17, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-17, total is the total population age 13-17.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1318.FE.UN,"Population, ages 13-18, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-18, female is the total number of females age 13-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1318.MA.UN,"Population, ages 13-18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-18, male is the total number of males age 13-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1318.TO.UN,"Population, ages 13-18, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-18, total is the total population age 13-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1319.FE.UN,"Population, ages 13-19, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-19, female is the total number of females age 13-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1319.MA.UN,"Population, ages 13-19, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-19, male is the total number of males age 13-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1319.TO.UN,"Population, ages 13-19, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 13-19, total is the total population age 13-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1418.FE.UN,"Population, ages 14-18, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-18, female is the total number of females age 14-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1418.MA.UN,"Population, ages 14-18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-18, male is the total number of males age 14-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1418.TO.UN,"Population, ages 14-18, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-18, total is the total population age 14-18.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1419.FE.UN,"Population, ages 14-19, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-19, female is the total number of females age 14-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1419.MA.UN,"Population, ages 14-19, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-19, male is the total number of males age 14-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1419.TO.UN,"Population, ages 14-19, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 14-19, total is the total population age 14-19.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1524.FE.UN,"Population, ages 15-24, female",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 15-24, female is the total number of females age 15-24.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1524.MA.UN,"Population, ages 15-24, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 15-24, male is the total number of males age 15-24.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1524.TO.UN,"Population, ages 15-24, total",,"{'id': '12', 'value': 'Education Statistics'}","Population, ages 15-24, total is the total population age 15-24.",UNESCO Institute for Statistics (Derived),"[{'id': '4', 'value': 'Education '}]",4
SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population),,"{'id': '2', 'value': 'World Development Indicators'}","Total population between the ages 15 to 64 as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",United Nations Population Division. World Population Prospects: 2024 Revision.,"[{'id': '4', 'value': 'Education '}, {'id': '8', 'value': 'Health '}]",4
SP.POP.AG00.FE.UN,"Population, age 0, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG00.MA.UN,"Population, age 0, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 0, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG00.TO.UN,"Population, age 0, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG01.FE.UN,"Population, age 1, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG01.MA.UN,"Population, age 1, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 1, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG01.TO.UN,"Population, age 1, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG02.FE.UN,"Population, age 2, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG02.MA.UN,"Population, age 2, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 2, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG02.TO.UN,"Population, age 2, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG03.FE.UN,"Population, age 3, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG03.MA.UN,"Population, age 3, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 3, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG03.TO.UN,"Population, age 3, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG04.FE.UN,"Population, age 4, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG04.MA.UN,"Population, age 4, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 4, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG04.TO.UN,"Population, age 4, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG05.FE.UN,"Population, age 5, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG05.MA.UN,"Population, age 5, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 5, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG05.TO.UN,"Population, age 5, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG06.FE.UN,"Population, age 6, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG06.MA.UN,"Population, age 6, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 6, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG06.TO.UN,"Population, age 6, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG07.FE.UN,"Population, age 7, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG07.MA.UN,"Population, age 7, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 7, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG07.TO.UN,"Population, age 7, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG08.FE.UN,"Population, age 8, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG08.MA.UN,"Population, age 8, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 8, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG08.TO.UN,"Population, age 8, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG09.FE.UN,"Population, age 9, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG09.MA.UN,"Population, age 9, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 9, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG09.TO.UN,"Population, age 9, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG10.FE.UN,"Population, age 10, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG10.MA.UN,"Population, age 10, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 10, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG10.TO.UN,"Population, age 10, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG11.FE.UN,"Population, age 11, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG11.MA.UN,"Population, age 11, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 11, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG11.TO.UN,"Population, age 11, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG12.FE.UN,"Population, age 12, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG12.MA.UN,"Population, age 12, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 12, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG12.TO.UN,"Population, age 12, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG13.FE.UN,"Population, age 13, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG13.MA.UN,"Population, age 13, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 13, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG13.TO.UN,"Population, age 13, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG14.FE.UN,"Population, age 14, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG14.MA.UN,"Population, age 14, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 14, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG14.TO.UN,"Population, age 14, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG15.FE.UN,"Population, age 15, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG15.MA.UN,"Population, age 15, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 15, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG15.TO.UN,"Population, age 15, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG16.FE.UN,"Population, age 16, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG16.MA.UN,"Population, age 16, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 16, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG16.TO.UN,"Population, age 16, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG17.FE.UN,"Population, age 17, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG17.MA.UN,"Population, age 17, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 17, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG17.TO.UN,"Population, age 17, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG18.FE.UN,"Population, age 18, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
